song_id,title,year,album,text_raw,text_clean,word_count
162,שיר על ילד מפורסם,1975,משחקי 26,"אמהות שרות, אמהות שרות:
""אגרוף רעם ניתך, דומיה חזקה.
בחוצות הריקים צעדו בשורות
פנסים אדומי זקן.
סתיו אנוש, סתיו יגע ולא מנוחם,
ומטר בלי אחרית וראש,
ובלי נר בחלון, ובלי אור בעולם"".
שרות אמהות - שלוש.

ואומרת אחת: ""ראיתיהו כעת,
אנשק בו כל אצבע קטנה וציפורן.
אניה מהלכת בים השקט,
ובני תלוי על ראש התורן"".
ואומרת שניה: ""בני גדול ושתקן,
ואני פה כותונת של חג לו תופרת.
הוא הולך בשדות, הוא יגיע עד כאן.
הוא נושא בליבו כדור עופרת"".

והאם השלישית בעיניה תועה:
""לא היה לי יקר כמוהו!
אכאב לקראתו ואינני רואה?
אינני יודעת איפה הוא""!
אז הבכי רוחץ את ריסיה שלה,
ואולי עוד לא נח, אולי...
הוא מודד בנשיקות, כנזיר משולח
את נתיב עולמך, אלוהי.

אמהות שרות, אמהות שרות, אמהות שרות","אמהות שרות, אמהות שרות: ""אגרוף רעם ניתך, דומיה חזקה. בחוצות הריקים צעדו בשורות פנסים אדומי זקן. סתיו אנוש, סתיו יגע ולא מנוחם, ומטר בלי אחרית וראש, ובלי נר בחלון, ובלי אור בעולם"". שרות אמהות - שלוש. ואומרת אחת: ""ראיתיהו כעת, אנשק בו כל אצבע קטנה וציפורן. אניה מהלכת בים השקט, ובני תלוי על ראש התורן"". ואומרת שניה: ""בני גדול ושתקן, ואני פה כותונת של חג לו תופרת. הוא הולך בשדות, הוא יגיע עד כאן. הוא נושא בליבו כדור עופרת"". והאם השלישית בעיניה תועה: ""לא היה לי יקר כמוהו! אכאב לקראתו ואינני רואה? אינני יודעת איפה הוא""! אז הבכי רוחץ את ריסיה שלה, ואולי עוד לא נח, אולי... הוא מודד בנשיקות, כנזיר משולח את נתיב עולמך, אלוהי. אמהות שרות, אמהות שרות, אמהות שרות",122
163,עזרא ובוקובזה,1975,משחקי 26,"כבר יבשו עינינו מדמעות,
ופינו כבר נותר אילם בלי קול.
מה עוד נבקש, אמור מה עוד?
כמעט ביקשנו לנו את הכל.

את הגשם תן רק בעיתו,
ובאביב פזר לנו פרחים,
ותן שיחזור שוב לביתו,
יותר מזה אנחנו לא צריכים.

כבר כאבנו אלף צלקות,
עמוק בפנים הסתרנו אנחה.
כבר יבשו עינינו מלבכות -
אמור שכבר עמדנו במבחן.

את הגשם תן רק בעיתו,
ובאביב פזר לנו פרחים,
ותן לה להיות שנית איתו -
יותר מזה אנחנו לא צריכים.

כבר כיסינו תל ועוד אחד,
טמנו את ליבנו בין ברושים.
עוד מעט תפרוץ האנחה -
קבל זאת כתפילה מאוד אישית.

את הגשם תן רק בעיתו,
ובאביב פזר לנו פרחים,
ותן לנו לשוב ולראותו -
יותר מזה אנחנו לא צריכים.

את הגשם תן רק בעיתו,
ובאביב פזר לנו פרחים,
ותן לנו לשוב ולראותו -
יותר מזה אנחנו לא צריכים.
יותר מזה אנחנו לא צריכים.","כבר יבשו עינינו מדמעות, ופינו כבר נותר אילם בלי קול. מה עוד נבקש, אמור מה עוד? כמעט ביקשנו לנו את הכל. את הגשם תן רק בעיתו, ובאביב פזר לנו פרחים, ותן שיחזור שוב לביתו, יותר מזה אנחנו לא צריכים. כבר כאבנו אלף צלקות, עמוק בפנים הסתרנו אנחה. כבר יבשו עינינו מלבכות - אמור שכבר עמדנו במבחן. את הגשם תן רק בעיתו, ובאביב פזר לנו פרחים, ותן לה להיות שנית איתו - יותר מזה אנחנו לא צריכים. כבר כיסינו תל ועוד אחד, טמנו את ליבנו בין ברושים. עוד מעט תפרוץ האנחה - קבל זאת כתפילה מאוד אישית. את הגשם תן רק בעיתו, ובאביב פזר לנו פרחים, ותן לנו לשוב ולראותו - יותר מזה אנחנו לא צריכים. את הגשם תן רק בעיתו, ובאביב פזר לנו פרחים, ותן לנו לשוב ולראותו - יותר מזה אנחנו לא צריכים. יותר מזה אנחנו לא צריכים.",139
164,משחקי 26,1975,משחקי 26,"איך פסענו לאט על השביל המוביל
אל צריפי דייגים, מול ימת ברדוויל
ונשמנו את רוח הקיץ החם,
שנשא ענן חול אל חצר נחל ים.
ונשמנו את רוח הקיץ החם,
שנשא ענן חול אל חצר נחל ים.

נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.
נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.

איך השלכנו חכה לימה ללא גל,
ובין סבך רשתות גם העוזי מוטל.
ודג-בורי קפץ והכסיף וצלל
וחזרנו עם ערב לצריף המוצל.
ודג-בורי קפץ והכסיף וצלל
וחזרנו עם ערב לצריף המוצל.

נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.
נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.

ונמשך המבט לאורכו של הכביש
ההולך וניבלע בין חולות אל עריש.
כבר אשמורת שניה והים כה מחריש,
נחל ים אין לראות אלא רק להרגיש.
כבר אשמורת שניה והים כה מחריש,
נחל ים אין לראות אלא רק להרגיש.

נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.
נחל ים, נחל ים,
לא סתם נחל אכזב
אלא נחל איתן.

","איך פסענו לאט על השביל המוביל אל צריפי דייגים, מול ימת ברדוויל ונשמנו את רוח הקיץ החם, שנשא ענן חול אל חצר נחל ים. ונשמנו את רוח הקיץ החם, שנשא ענן חול אל חצר נחל ים. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן. איך השלכנו חכה לימה ללא גל, ובין סבך רשתות גם העוזי מוטל. ודג-בורי קפץ והכסיף וצלל וחזרנו עם ערב לצריף המוצל. ודג-בורי קפץ והכסיף וצלל וחזרנו עם ערב לצריף המוצל. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן. ונמשך המבט לאורכו של הכביש ההולך וניבלע בין חולות אל עריש. כבר אשמורת שניה והים כה מחריש, נחל ים אין לראות אלא רק להרגיש. כבר אשמורת שניה והים כה מחריש, נחל ים אין לראות אלא רק להרגיש. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן. נחל ים, נחל ים, לא סתם נחל אכזב אלא נחל איתן.",169
165,מרקו,1970,שלמה ארצי,"במיטתו הילד תפילה לוחש.
ידיו קטנות, ראש זהב מביט.
הס, הס, מי זה פה רוחש?
אורי הוא המתפלל תפילת ערבית.

אדוני, ברך את אמא, כך צריך לומר.
נורא מצחיק שמתרחצים, חבל שזה ניגמר.
הקר כזה מן קר, החם כזה נחמד.
אדוני, ברך את אבא, גם אם זה לא איכפת.

אם אפתח קצת לצדדים את האצבעות,
אז אוכל את האומנת חנה, פה לראות,
היא לובשת מין שימלה מכזהו מן חוט,
אדוני, ברך אותה, אבל ברך אותה לחוד.

לי יש גם חוט, ואני שוכב לי במיטה.
יש לי גם שמיכה, ואני סוחב אותה,
ואני עוצם ת'עיני ואנ' מתכווץ במן כוויצה,
ואף 'חד לא יודע שאני בכלל נמצא.

תודה לך, אדוני, בעד היום הנהדר.
אולי רציתי עוד דבר שהוא לומר?
את אבא כבר ברכתי, את אימי, את אומנתי,
אה, אני כבר נזכרתי, אדוני ברך אותי.

במיטתו הילד תפילה לוחש.
ידיו קטנות, ראש זהב מביט.
הס, הס, מי זה פה רוחש?
אורי הוא המתפלל תפילת ערבית.
אורי הוא המתפלל תפילת ערבית.","במיטתו הילד תפילה לוחש. ידיו קטנות, ראש זהב מביט. הס, הס, מי זה פה רוחש? אורי הוא המתפלל תפילת ערבית. אדוני, ברך את אמא, כך צריך לומר. נורא מצחיק שמתרחצים, חבל שזה ניגמר. הקר כזה מן קר, החם כזה נחמד. אדוני, ברך את אבא, גם אם זה לא איכפת. אם אפתח קצת לצדדים את האצבעות, אז אוכל את האומנת חנה, פה לראות, היא לובשת מין שימלה מכזהו מן חוט, אדוני, ברך אותה, אבל ברך אותה לחוד. לי יש גם חוט, ואני שוכב לי במיטה. יש לי גם שמיכה, ואני סוחב אותה, ואני עוצם ת'עיני ואנ' מתכווץ במן כוויצה, ואף 'חד לא יודע שאני בכלל נמצא. תודה לך, אדוני, בעד היום הנהדר. אולי רציתי עוד דבר שהוא לומר? את אבא כבר ברכתי, את אימי, את אומנתי, אה, אני כבר נזכרתי, אדוני ברך אותי. במיטתו הילד תפילה לוחש. ידיו קטנות, ראש זהב מביט. הס, הס, מי זה פה רוחש? אורי הוא המתפלל תפילת ערבית. אורי הוא המתפלל תפילת ערבית.",157
166,האם עודך יפה,1970,שלמה ארצי,"שוב גגות נמֵסו בשרב
שוב זורמת שמש על הגב
שוב מתמתח הערב
חם ואדיש
שוב מחכה יום ללילה, ולילה
לַבּוקר.

שוב נוטף הצבע משפתך
שוב דהה הפס בשמלתך
שוב שמורות עינייך
תחת כובע קש
שוב לשתי כתפייך
צבע דבש.

קיץ - אור הקיץ - רוח קיץ
קיץ - בחוצות וגם בבית
קיץ של תכלת
עם שמש הוללת
וריח מדבר
קיץ בלי סוף
מתמשך על החוף - עם תפילה
לקיץ הבא.

שוב נחים חמסינים על הרחוב
שוב העיר בוערת בצהוב
שוב מתמשכת הדרך
נם לו הכביש
שוב ממתינים לגשמים ולסתיו
שיבואו.

שוב קווי ריסייך נמסים
שוב מלאו פנייך נמשים
שוב בריכות עינייך
נצבעו כחול
שוב נושקות רגלייך
את החול.

קיץ - אור הקיץ - רוח קיץ
קיץ - בחוצות וגם בבית
קיץ של תכלת
עם שמש הוללת
וריח מדבר
קיץ בלי סוף
מתמשך על החוף - עם תפילה
לקיץ הבא.","שוב גגות נמֵסו בשרב שוב זורמת שמש על הגב שוב מתמתח הערב חם ואדיש שוב מחכה יום ללילה, ולילה לַבּוקר. שוב נוטף הצבע משפתך שוב דהה הפס בשמלתך שוב שמורות עינייך תחת כובע קש שוב לשתי כתפייך צבע דבש. קיץ - אור הקיץ - רוח קיץ קיץ - בחוצות וגם בבית קיץ של תכלת עם שמש הוללת וריח מדבר קיץ בלי סוף מתמשך על החוף - עם תפילה לקיץ הבא. שוב נחים חמסינים על הרחוב שוב העיר בוערת בצהוב שוב מתמשכת הדרך נם לו הכביש שוב ממתינים לגשמים ולסתיו שיבואו. שוב קווי ריסייך נמסים שוב מלאו פנייך נמשים שוב בריכות עינייך נצבעו כחול שוב נושקות רגלייך את החול. קיץ - אור הקיץ - רוח קיץ קיץ - בחוצות וגם בבית קיץ של תכלת עם שמש הוללת וריח מדבר קיץ בלי סוף מתמשך על החוף - עם תפילה לקיץ הבא.",139
167,רק זיכרון אחד,1970,שלמה ארצי,"מאז שראיתיה, אי שם בשדות חרן
רועה את צאן אביה, ברנש ושמו לבן
שוב לא אדע מרגוע, שנתי עלי תנדוד
כי איך אוכל לשכוח עיניים כה יוקדות

כמו היה זה תבן, חוסם את פי הבאר
גללתי את האבן וקמתי מזמר.
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
רבים סביב ילעיגו ויחמדו לצון
עת אח את אשתו יסיתו שיסתפק בצאן.

אך מה לי כל הלעג וארס לשונם,
שוטים מרבים בלהג, מרה אחריתם
חולף הזמן בינתיים, רחל רחל שלי,
נותרו לי רק שנתיים וקץ לעמלי.
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
עוד חורף תם בינתיים, אביב בא אל שדותי
ולמועד הקיץ, הקץ לסבלותי.

אלי, מה התרגשתי, לבוש בגדי חתן
את פעמי החשתי ובאתי אל הגן.
ליבי עמד מלכת, פתאום חשכו עיני
לאה שם מחייכת, באהל כלולותי.
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
לאה טרוטת עיניים, עיני לאה רכות
אלי שבשמיים, לצחוק או סתם לבכות

לבן הוא שם אביה, אך לבבו אפל
יומו ודאי יגיע, רחל שלי רחל
הושיע נא אלוה, נפשי אשאל למות
כי מי יתנני כח, עוד שבע שנות עבדות.

לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל
לבן, לבן בן בתואל,
תן לי את בתך רחל","מאז שראיתיה, אי שם בשדות חרן רועה את צאן אביה, ברנש ושמו לבן שוב לא אדע מרגוע, שנתי עלי תנדוד כי איך אוכל לשכוח עיניים כה יוקדות כמו היה זה תבן, חוסם את פי הבאר גללתי את האבן וקמתי מזמר. לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל רבים סביב ילעיגו ויחמדו לצון עת אח את אשתו יסיתו שיסתפק בצאן. אך מה לי כל הלעג וארס לשונם, שוטים מרבים בלהג, מרה אחריתם חולף הזמן בינתיים, רחל רחל שלי, נותרו לי רק שנתיים וקץ לעמלי. לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל עוד חורף תם בינתיים, אביב בא אל שדותי ולמועד הקיץ, הקץ לסבלותי. אלי, מה התרגשתי, לבוש בגדי חתן את פעמי החשתי ובאתי אל הגן. ליבי עמד מלכת, פתאום חשכו עיני לאה שם מחייכת, באהל כלולותי. לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל לאה טרוטת עיניים, עיני לאה רכות אלי שבשמיים, לצחוק או סתם לבכות לבן הוא שם אביה, אך לבבו אפל יומו ודאי יגיע, רחל שלי רחל הושיע נא אלוה, נפשי אשאל למות כי מי יתנני כח, עוד שבע שנות עבדות. לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל לבן, לבן בן בתואל, תן לי את בתך רחל",258
168,זה העולם,1970,שלמה ארצי,"תרקוד, היא אמרה לי, תרקוד
הברושים לא ידעו אם לצחוק או לבכות
תרקוד כל עוד אתה יכול
אני לא בנוי לשיעור מחול.

ראשה הצעיר על ראשי
לא תמצא כבר בעיר כאלה ברושים
תאהב כל עוד אתה מתאים
אגב, היא אמרה לי תאהב אותי

עד היום די מוזר
לא הבנתי דבר
זה גילה המוקדם או גילי המאוחר
עד היום בסביבות חמש ושלושים
צל נופל מצמרות הברושים
היא אומרת: עזוב, זו שקיעה שכזאת

תרקוד, היא אמרה לי תרקוד
הברושים בשמיים אנחנו עוד פה
תרקוד מבלי להעצר
אנחנו מפה לא נוכל לצאת

עד היום די מוזר
לא הבנתי דבר
זה גילה המוקדם או גילי המאוחר
עד היום בסביבות חמש ושלושים
צל נופל מצמרות הברושים
היא אומרת: עזוב, זו שקיעה שכזאת

מותר לאבד את הראש
בגילה גם אני נגעתי בברוש
מוטב לרקוד חצי דקה
מוטב מאשר לאבד אותה

עד היום די מוזר
לא הבנתי דבר
זה גילה המוקדם או גילי המאוחר
עד היום בסביבות חמש ושלושים
צל נופל מצמרות הברושים
היא אומרת: עזוב, זו שקיעה שכזאת

עכשיו בין ברושים אחדים,
זה אני שרוקד...
די לבדי.

","תרקוד, היא אמרה לי, תרקוד הברושים לא ידעו אם לצחוק או לבכות תרקוד כל עוד אתה יכול אני לא בנוי לשיעור מחול. ראשה הצעיר על ראשי לא תמצא כבר בעיר כאלה ברושים תאהב כל עוד אתה מתאים אגב, היא אמרה לי תאהב אותי עד היום די מוזר לא הבנתי דבר זה גילה המוקדם או גילי המאוחר עד היום בסביבות חמש ושלושים צל נופל מצמרות הברושים היא אומרת: עזוב, זו שקיעה שכזאת תרקוד, היא אמרה לי תרקוד הברושים בשמיים אנחנו עוד פה תרקוד מבלי להעצר אנחנו מפה לא נוכל לצאת עד היום די מוזר לא הבנתי דבר זה גילה המוקדם או גילי המאוחר עד היום בסביבות חמש ושלושים צל נופל מצמרות הברושים היא אומרת: עזוב, זו שקיעה שכזאת מותר לאבד את הראש בגילה גם אני נגעתי בברוש מוטב לרקוד חצי דקה מוטב מאשר לאבד אותה עד היום די מוזר לא הבנתי דבר זה גילה המוקדם או גילי המאוחר עד היום בסביבות חמש ושלושים צל נופל מצמרות הברושים היא אומרת: עזוב, זו שקיעה שכזאת עכשיו בין ברושים אחדים, זה אני שרוקד... די לבדי.",171
169,הנסיעה הנפלאה,1970,שלמה ארצי,"לא לזמן ממושך אני נוסע מזה,
בתחנה אחורית תמיד שב, מכלים את פני
ובידי הזר, שנים ארוכות למרגלות החצב.
את אומרת: ""היית פה בזמן שהיית בזה"",
אני מתרצה בך עכשיו,
אכולות גם פני וגופי רזה.
שנים ארוכות... אך רק הרגע נחשב.

אלמלא השירים, איך הייתי נשאר חי וקיים,
אני ההוזה.
לפעמים בהרים בוער החצב.
לא לזמן ממושך אני נוסע מזה.

את אומרת: ""ברוך הבא ברוך העוזב"",
ממלאה את פני אהבה, הזמן ממושך,
רק אני הוא זה, ההולך
לא לזמן ממושך, ההולך והבא.

אלמלא השירים, איך הייתי נשאר חי וקיים,
אני ההוזה,
לפעמים בהרים בוער החצב,
לא לזמן ממושך אני נוסע מזה.

לא לזמן ממושך אני נוסע מזה,
לא לזמן ממושך אדם עוצם את עיניו.
הכרת את פני, נשקיני בזה.
ונחיה עוד שנים למרגלות החצב...

לא לזמן ממושך אני נוסע מזה
לא לזמן ממושך","לא לזמן ממושך אני נוסע מזה, בתחנה אחורית תמיד שב, מכלים את פני ובידי הזר, שנים ארוכות למרגלות החצב. את אומרת: ""היית פה בזמן שהיית בזה"", אני מתרצה בך עכשיו, אכולות גם פני וגופי רזה. שנים ארוכות... אך רק הרגע נחשב. אלמלא השירים, איך הייתי נשאר חי וקיים, אני ההוזה. לפעמים בהרים בוער החצב. לא לזמן ממושך אני נוסע מזה. את אומרת: ""ברוך הבא ברוך העוזב"", ממלאה את פני אהבה, הזמן ממושך, רק אני הוא זה, ההולך לא לזמן ממושך, ההולך והבא. אלמלא השירים, איך הייתי נשאר חי וקיים, אני ההוזה, לפעמים בהרים בוער החצב, לא לזמן ממושך אני נוסע מזה. לא לזמן ממושך אני נוסע מזה, לא לזמן ממושך אדם עוצם את עיניו. הכרת את פני, נשקיני בזה. ונחיה עוד שנים למרגלות החצב... לא לזמן ממושך אני נוסע מזה לא לזמן ממושך",133
170,פתאום עכשיו פתאום היום,1970,שלמה ארצי,"לא, עיניה לא היו קשות מן הרגיל גם שדיה לא,
לא כל החששות עוברים עם הגיל, גם לא החלומות.
שאלתי אותה, אם היא אוהבת סרט,
בעיר גדולה מציגים הכל, הרחובות היו מלאים,
שאלתי אם גם לי נותר מקום.
צריך להתקדם מה, צריך היה לשבת.
רצוי לא להביט מה מלפני ומי מאחור,
רצוי לא לפחד ממלחמה או מאשה עוזבת,
רצוי לנוע, כי אנחנו פה, בין כה וכה...
לא, איתה לא התחתנתי, לא התגרשתי,
בוודאי לא, אתה חצי מיטה למרות הכל.
גם לו ניתן לנו קצת נצח לא היה כדאי לא,
להשאר תקוע באותו מקום.
שאלתי אותה, אם היא יודעת מה זה בכי,
בכתה קצת בנעוריה ועכשיו כבר לא בוער,
מסתירים מכתב או שיר קטן,
ליחידים מותק לבכות כשבא להם.
צריך להתקדם מה, צריך היה לשבת.
רצוי לא להביט מי מלפני ומי מאחור,
רצוי לא לפחד ממלחמה או מאישה עוזבת,
רצוי לנוע, כי אנחנו פה, בין כה וכה...
""עם השנים נהיית די חלש, עם הנשים אהבת,
עם השירים נהיית די זמר כל מה שכתבו"" אמרה,
""ודאי שלא נכתבת, לא יכתבו כשלא יהיה על מה...""
בואי לא ניקח ללב, נלך לסרט,
בסרטים רק המסך זוהר. לא עיניה לא היו קשות בטרם שהלכה
אמרה כשתישאר, כדאי לך להיזהר.
צריך להתקדם מה, צריך היה לשבת.
רצוי לא להביט מי מלפני ומי מאחור,
רצוי לא לפחד ממלחמה או מאישה עוזבת,
רצוי לנוע, כי אנחנו פה, בין כה וכה...","לא, עיניה לא היו קשות מן הרגיל גם שדיה לא, לא כל החששות עוברים עם הגיל, גם לא החלומות. שאלתי אותה, אם היא אוהבת סרט, בעיר גדולה מציגים הכל, הרחובות היו מלאים, שאלתי אם גם לי נותר מקום. צריך להתקדם מה, צריך היה לשבת. רצוי לא להביט מה מלפני ומי מאחור, רצוי לא לפחד ממלחמה או מאשה עוזבת, רצוי לנוע, כי אנחנו פה, בין כה וכה... לא, איתה לא התחתנתי, לא התגרשתי, בוודאי לא, אתה חצי מיטה למרות הכל. גם לו ניתן לנו קצת נצח לא היה כדאי לא, להשאר תקוע באותו מקום. שאלתי אותה, אם היא יודעת מה זה בכי, בכתה קצת בנעוריה ועכשיו כבר לא בוער, מסתירים מכתב או שיר קטן, ליחידים מותק לבכות כשבא להם. צריך להתקדם מה, צריך היה לשבת. רצוי לא להביט מי מלפני ומי מאחור, רצוי לא לפחד ממלחמה או מאישה עוזבת, רצוי לנוע, כי אנחנו פה, בין כה וכה... ""עם השנים נהיית די חלש, עם הנשים אהבת, עם השירים נהיית די זמר כל מה שכתבו"" אמרה, ""ודאי שלא נכתבת, לא יכתבו כשלא יהיה על מה..."" בואי לא ניקח ללב, נלך לסרט, בסרטים רק המסך זוהר. לא עיניה לא היו קשות בטרם שהלכה אמרה כשתישאר, כדאי לך להיזהר. צריך להתקדם מה, צריך היה לשבת. רצוי לא להביט מי מלפני ומי מאחור, רצוי לא לפחד ממלחמה או מאישה עוזבת, רצוי לנוע, כי אנחנו פה, בין כה וכה...",222
171,האם השלישית,1970,שלמה ארצי,"וביחד נזדקן, תחת עץ צוחק.
יחד נגלף מקל, יחד נתרחק.
ואחר כך נזדקק לאותו הריב,
שחרטנו בכאב בגיל הכי צעיר.

הכל יהיה שונה, המים הקפואים,
הטלפון לא יענה, רק צלצולים תועים.
ארקום לך שוב את שמך במים הקפואים.
במקום באך, ננגן שופן, אלתורים קבועים.

וביחד נזדקן, בחושך ננסה.
אם נצליח זה יקל, אם לא, מה נעשה?
כן, ביחד נתקל באבן הגדולה
יחד בלי שיווי משקל, יחד בעולם.

הכל יהיה שונה, המים הקפואים,
הטלפון לא יענה, רק צלצולים תועים.
ארקום לך שוב את שמך במים הקפואים.
במקום באך, ננגן שופן, אלתורים קבועים.

וביד נעצר, יחד נתבקש,
לא נלך אם לא נרצה, יחד נתעקש.
תחת עץ, אולי של תות, נתכווץ לרקוד,
צעד צעד, די מתון, יחד לא ניפול.

הכל יהיה שונה, המים הקפואים,
הטלפון לא יענה, רק צלצולים תועים.
ארקום לך שוב את שמך במים הקפואים.
במקום באך, ננגן שופן, אלתורים קבועים.

וביחד נזדקן, תחת עץ צוחק.
יחד נגלף מקל, יחד נתרחק...","וביחד נזדקן, תחת עץ צוחק. יחד נגלף מקל, יחד נתרחק. ואחר כך נזדקק לאותו הריב, שחרטנו בכאב בגיל הכי צעיר. הכל יהיה שונה, המים הקפואים, הטלפון לא יענה, רק צלצולים תועים. ארקום לך שוב את שמך במים הקפואים. במקום באך, ננגן שופן, אלתורים קבועים. וביחד נזדקן, בחושך ננסה. אם נצליח זה יקל, אם לא, מה נעשה? כן, ביחד נתקל באבן הגדולה יחד בלי שיווי משקל, יחד בעולם. הכל יהיה שונה, המים הקפואים, הטלפון לא יענה, רק צלצולים תועים. ארקום לך שוב את שמך במים הקפואים. במקום באך, ננגן שופן, אלתורים קבועים. וביד נעצר, יחד נתבקש, לא נלך אם לא נרצה, יחד נתעקש. תחת עץ, אולי של תות, נתכווץ לרקוד, צעד צעד, די מתון, יחד לא ניפול. הכל יהיה שונה, המים הקפואים, הטלפון לא יענה, רק צלצולים תועים. ארקום לך שוב את שמך במים הקפואים. במקום באך, ננגן שופן, אלתורים קבועים. וביחד נזדקן, תחת עץ צוחק. יחד נגלף מקל, יחד נתרחק...",150
172,יותר מזה אנחנו לא צריכים,1970,שלמה ארצי,"בקומת הגג שלך,
ברחוב המחודד כסכין,
מוטלים עציצים וענן
שנפל מן החורף ההוא.

זה נשמע מעציב כל כך
אך אין חשש שתבכי.
משום מה כל הבכי שלך
נעלם איכשהו.

אף כי אין יום לעבור,
מבלי למות מעט, מבלי להוולד.

בקומת הגג שלך,
מצאת תמיד תשובות
למה שנראה סופי
ומה שנראה חולף.

בקומת הגג שלך
הרוח פורצת סדקים
והמים זורמים בקירות,
עוד מהחורף ההוא.

זה נשמע מעציב כל כך,
אך אין חשש שתבכי.
את אומרת יש מין דירות
שזולגות מעצמן איכשהו.
אף כי אין יום, משום מה,
מבלי שמתים מעט, מבלי שנולדים.

מקומת הגג שלך
הרחוב שקט עד דממה,
ומה שנראה כמו פרידות,
אולי לא נפרדים.

בקומת הגג שלך,
ברחוב המחודד כסכין,
מצאתי שלווה גדולה
ומקום להתבודד.

אף כי עצוב כל כך,
אני מעדיף ששותקים,
לפעמים גם שארית המילה
יכולה איכשהו לעודד.
אמרת שאין יום לעבור,
מבלי למות מעט, מבלי להיוולד,

מקומת הגג שלך
צנחתי לאט כמו ציפור...
לאט לאט נחבט בעולם מלא.","בקומת הגג שלך, ברחוב המחודד כסכין, מוטלים עציצים וענן שנפל מן החורף ההוא. זה נשמע מעציב כל כך אך אין חשש שתבכי. משום מה כל הבכי שלך נעלם איכשהו. אף כי אין יום לעבור, מבלי למות מעט, מבלי להוולד. בקומת הגג שלך, מצאת תמיד תשובות למה שנראה סופי ומה שנראה חולף. בקומת הגג שלך הרוח פורצת סדקים והמים זורמים בקירות, עוד מהחורף ההוא. זה נשמע מעציב כל כך, אך אין חשש שתבכי. את אומרת יש מין דירות שזולגות מעצמן איכשהו. אף כי אין יום, משום מה, מבלי שמתים מעט, מבלי שנולדים. מקומת הגג שלך הרחוב שקט עד דממה, ומה שנראה כמו פרידות, אולי לא נפרדים. בקומת הגג שלך, ברחוב המחודד כסכין, מצאתי שלווה גדולה ומקום להתבודד. אף כי עצוב כל כך, אני מעדיף ששותקים, לפעמים גם שארית המילה יכולה איכשהו לעודד. אמרת שאין יום לעבור, מבלי למות מעט, מבלי להיוולד, מקומת הגג שלך צנחתי לאט כמו ציפור... לאט לאט נחבט בעולם מלא.",152
